order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
1488815,136972,Oren's Daily Roast,Coffee,14.05,Weekend,5,30,25
1485688,164030,Quality Italian,Italian,18.57,Weekend,4,31,20
1485697,276863,Empellon Ì©,Mexican,16.59,Weekend,5,33,20
1496985,48424,American Cut,Steakhouse,11.71,Weekend,5,28,16
1483374,48831,Underwest Donuts,Bakery,15.09,Weekday,4,25,26
1488798,235577,Lombardi's,Italian,18.17,Weekday,5,24,27
1485406,153904,T-Bar Steak,Steakhouse,14.5,Weekday,Not given,20,28
1487205,405231,Buddha Bodai,Vegetarian,16.89,Weekend,5,27,22
1484837,230186,Tavern on the Green,American,9.02,Weekend,4,28,17
1496307,391387,Lucien - Williamsburg,French,7.72,Weekend,Not given,25,20
1488479,202661,Charlie Bird,Italian,7.15,Weekend,5,35,30
1478214,103049,TAO (20% off),Japanese,25.17,Weekend,5,28,17
1477711,67647,J. G. Melon,American,12.66,Weekend,4,23,20
1485202,385653,Sacred Chow,Vegetarian,23.77,Weekday,Not given,30,27
1484883,224456,Wild Ginger,Vegetarian,15.59,Weekend,5,32,22
1483115,140942,Golden Unicorn,Chinese Food,21.94,Weekend,3,22,22
1494945,475850,Corner Bistro,American Food,18.02,Weekday,Not given,22,32
1481991,447557,Carnegie Deli,Deli,30.18,Weekday,Not given,26,16
1496916,48822,The Butcher's Daughter,American,9.44,Weekend,5,22,26
1488877,12504,Supermoon Bakehouse,Bakery,21.09,Weekday,4,34,29
1493954,272776,il Buco,Italian,4.5,Weekend,Not given,24,22
1489158,194040,Spicy Moon,Vegetarian,10.71,Weekday,5,22,24
1484969,66389,Prince Street Pizza,Italian,15.68,Weekday,5,28,18
1485666,89540,Attaboy,American,15.39,Weekday,4,24,20
1492404,314330,Frnachia,Vegetarian,17.03,Weekend,Not given,26,25
1487042,364049,Attaboy,American,12.14,Weekend,Not given,28,22
1495861,75479,Mr. K's,Chinese,25.28,Weekday,3,29,17
1483083,389260,Taboon,Middle Eastern,4.5,Weekend,4,27,18
1487082,322460,Mad for Chicken,Korean,13.47,Weekend,Not given,30,28
1494733,410676,Amorino,Ice Cream,21.82,Weekend,3,32,18
1488124,302917,Harbs,Dessert,4.5,Weekend,4,28,27
1481670,471631,Raoul's,French,15.44,Weekday,5,30,20
1487120,281460,P.S. Kitchen *NEW*,Vegetarian,4.5,Weekday,Not given,30,20
1480504,213148,ABC Kitchen,Vegetarian,13.46,Weekend,3,28,28
1492421,374901,Peak,American,14.52,Weekend,3,25,23
1480616,278791,Gaonnuri,American,17.68,Weekend,5,32,20
1484453,26048,Insa,Korean,30.05,Weekend,Not given,29,19
1490384,294571,Empellon Ì©,Mexican,14.52,Weekday,5,20,26
1486997,66552,Crown Shy,American,19.39,Weekend,5,31,27
1491032,339984,il Buco,Italian,17.32,Weekday,5,31,22
1480219,465573,Butler,Coffee,13.69,Weekend,4,30,20
1492274,136443,Bourke Street Bakery,Coffee,15.56,Weekend,3,22,22
1476835,264707,TAO,Japanese,9.56,Weekend,5,21,17
1476752,27365,Nobu Next Door,Japanese,16.06,Weekend,Not given,31,23
1479809,355214,Blue Bottle,Coffee,4.5,Weekday,4,32,22
1491871,372772,Cosme (permanently closed),Mexican,20.79,Weekday,3,23,20
1477889,177250,RedFarm Hudson,Chinese,12.23,Weekday,5,25,33
1483435,283395,Jean-Georges - CLOSED,French,12.59,Weekday,5,31,26
1484321,177868,Angel's Share,Japanese,12.22,Weekend,Not given,21,22
1488249,190628,Ramen Lab,Japan,18.18,Weekend,5,32,31
1479893,235074,Momofuku Ko,Korean,22.75,Weekend,4,28,28
1484782,493196,The Variety Coffee Roasters,Coffee,5.12,Weekend,4,35,21
1479652,447022,Los Tacos Noo. 1,Mexican,18.6,Weekday,5,26,22
1489624,379471,Gran Electrica,Mexican,4.5,Weekday,5,29,27
1482202,180229,By Chloe,Vegetarian,14.27,Weekday,4,26,22
1482933,425400,Bryant Park Griill,American,16.27,Weekday,Not given,27,22
1495328,295758,Bobby Van's,Steakhouse,16.69,Weekend,5,28,23
1477330,198802,DuMont Burger,American,24.25,Weekend,3,28,20
1485342,334842,Big Gay Ice Cream,Ice Cream,17.08,Weekday,2,20,25
1492424,24246,Mamoun's,Middle Eastern,24.59,Weekend,4,34,25
1486061,497938,Venchi,Ice Cream,13.0,Weekday,Not given,20,21
1479113,165598,Al di La,Italian,11.76,Weekday,Not given,25,17
1483752,288149,Ichiran,Japanese,13.82,Weekday,Not given,21,20
1480174,342615,sweetgreen Brooklyn,Vegetarian,16.33,Weekday,3,23,26
1482963,85834,Casa Enrique,Mexican,19.76,Weekday,5,27,15
1497048,1802,The Cecil - CLOSED,Southern,21.16,Weekend,Not given,35,20
1487593,189983,Benjamin Steakhouse,Steakhouse,21.26,Weekend,Not given,25,29
1489435,68433,il Buco Alimentari - Downtown,Italian,21.22,Weekend,5,30,24
1491022,386303,Gallaghers,Steakhouse,12.6,Weekday,5,23,33
1486626,479318,Blackbarn,American,25.71,Weekday,3,21,27
1489416,98831,Peter Pan Donut,Bakery,21.13,Weekday,Not given,31,23
1494641,350102,BOSIE TEA PARLOR,Dessert,30.07,Weekday,4,29,29
1483035,499618,Westlight,American,18.71,Weekday,4,28,33
1487329,174142,Burke & Wills,Australian,18.92,Weekend,3,27,30
1480765,252915,Jacob's Pickles,American,24.01,Weekday,5,24,25
1488416,88902,Hunan Slurp,Chinese,12.8,Weekend,Not given,27,23
1491160,88680,Peaches,Southern,4.5,Weekday,5,29,24
1476988,94115,Moonstruck on Second,American,14.94,Weekend,5,27,20
1488488,236740,Felix,French,15.74,Weekend,Not given,20,20
1484485,448364,Ophelia (Times Square),American,6.33,Weekend,Not given,26,22
1497150,203964,Big Gay Ice Cream,Ice Cream,14.56,Weekday,5,35,23
1478133,114085,Blue Ribbon Sushi Bar & Grill,Japanese,19.4,Weekend,Not given,28,20
1477286,110091,The Meatball Shop,Italian,12.18,Weekend,Not given,27,17
1484533,438804,Ruth's Chris,Steakhouse,7.79,Weekend,4,22,24
1496421,418222,Bonnie's,Chinese,7.72,Weekday,5,21,23
1482708,133809,Van Leeuwen,Ice Cream,7.89,Weekday,Not given,23,22
1479602,55167,Jin Ramen,Japanese,16.12,Weekend,Not given,35,19
1482690,257489,Sant Ambroeus $0 Delivery Fee,Coffee,23.31,Weekend,5,25,27
1493951,481450,Pier A Harbor House,American,15.88,Weekday,4,31,18
1489176,91221,Le Pavillon,French,12.69,Weekday,3,24,24
1489312,273931,Carbone,Italian,10.25,Weekday,5,25,20
1477590,145952,Blue Ribbon Sushi,Japanese,29.15,Weekday,Not given,26,24
1485282,213933,Venchi,Ice Cream,7.01,Weekday,4,20,24
1482057,366799,Homecoming,Coffee,8.61,Weekday,4,29,25
1477549,297130,L'Express ®,French,29.2,Weekend,5,21,29
1492161,197810,Union Square Cafe (closed),American,11.07,Weekend,3,32,26
1480843,353306,Rao's,Italian,7.04,Weekday,3,23,27
1487619,448141,Morton's,Steakhouse,21.74,Weekday,5,28,24
1489535,133838,Club A Steakhouse,Steakhouse,25.04,Weekend,Not given,27,25
1490042,77685,Dough,Bakery,19.47,Weekday,3,31,21
1489018,273494,Congee Village,Chinese,23.83,Weekday,3,20,33
1478346,66498,Shake Shack,American,16.2,Weekday,Not given,27,30
1476754,229946,Balthazar Boulangerie,French,21.25,Weekend,Not given,25,20
1485708,327896,Zabar's,Deli,15.66,Weekday,Not given,26,15
1484133,2986,Industry Kitchen - Free Delivery,American,24.91,Weekend,3,28,18
1494158,83065,Amy's Bread,Bakery,12.81,Weekend,Not given,30,20
1496328,300235,Eleven Madison Park,American,28.03,Weekend,5,25,27
1491190,487685,Oiji Mi,Korean,14.6,Weekday,5,23,22
1488233,359976,Peter Pan Donut,Bakery,26.22,Weekday,Not given,32,23
1482900,252826,Pig Beach,BBQ,28.2,Weekend,5,20,28
1493814,129194,Porto Rico (permanently closed),Coffee,21.9,Weekend,Not given,21,27
1492057,133688,Gotham Bar and Grill,American,14.25,Weekend,5,23,16
1490238,130436,Homecoming,Coffee,30.24,Weekend,Not given,30,29
1488937,88533,sweetgreen Brooklyn,Vegetarian,31.61,Weekend,Not given,26,16
1486549,12648,Ample Hills,Ice Cream,12.47,Weekend,4,22,15
1487398,139345,Gammeeok,Korean,22.82,Weekday,3,20,15
1482260,292816,Spot Dessert Bar,Dessert,29.87,Weekend,5,24,33
1494678,282480,Tasty Hand-Pulled Noodles $0 Delivery Fee,Chinese,4.76,Weekday,Not given,29,33
1480202,126054,McSorley's Old Ale House,American,21.33,Weekday,5,24,22
1482496,462352,Attaboy,American,29.45,Weekday,5,35,19
1494378,235522,**Supper**,Italian,25.58,Weekend,4,29,27
1483014,227122,Toloache,Mexican,4.5,Weekend,5,29,15
1483857,33773,Arcade Bakery,Bakery,25.08,Weekday,Not given,32,21
1484984,192100,Mah-Ze-Dahr,Bakery,17.0,Weekday,3,26,22
1492332,181763,il Buco Alimentari - Downtown,Italian,14.79,Weekday,Not given,28,21
1492864,231240,Partners Coffee,Coffee,9.66,Weekend,3,35,23
1494707,119228,Venchi,Ice Cream,11.36,Weekend,Not given,23,23
1483523,297245,King Cole Bar,American,4.5,Weekend,4,31,29
1495006,484427,Palma,Italian,15.4,Weekday,Not given,31,25
1499672,347049,Toloache,Mexican,18.69,Weekend,4,30,25
1489752,434915,Miznon,Middle Eastern,13.34,Weekday,3,33,26
1477671,393765,Nobu Next Door,Japanese,6.02,Weekend,5,33,24
1476858,385350,Blue Ribbon Sushi,Japanese,12.13,Weekend,5,26,17
1484403,367940,Sweet Chick,Southern,24.84,Weekend,5,28,26
1489228,469236,Buddha Bodai,Vegetarian,18.29,Weekend,3,28,25
1483735,499053,ABCV,Vegetarian,30.79,Weekend,5,26,24
1487334,477089,Corner Bistro,American,26.04,Weekday,3,29,18
1483196,266066,culture espresso,Coffee,18.65,Weekend,Not given,20,24
1488516,277367,Keens Steakhouse,Steakhouse,10.41,Weekday,5,20,27
1482628,77185,Zabar's,Deli,13.73,Weekend,Not given,23,15
1482660,135913,Charlie Bird,Italian,16.4,Weekday,Not given,28,17
1493022,327743,Keens Steakhouse,Steakhouse,16.73,Weekend,Not given,24,25
1486960,76947,Peasant,Italian,21.92,Weekend,5,33,29
1495592,375932,Rocco Steakhouse,Steakhouse,16.73,Weekday,4,22,15
1494815,319000,Jeju Noodle Bar - Williamsburg,Korean,24.73,Weekend,Not given,29,20
1484798,329611,Totto Ramen,Japanese,31.63,Weekend,5,20,26
1493432,260127,Dough,Bakery,14.47,Weekend,4,26,26
1494304,380194,Oiji Mi,Korean Food,20.03,Weekday,5,29,25
1482946,68591,Champs Diner (Original Location),Vegetarian,14.19,Weekday,3,25,27
1481411,3256,Sullivan Street Bakery,Bakery,4.5,Weekday,Not given,27,23
1489114,123227,Oren's Daily Roast,Coffee,17.83,Weekend,Not given,35,20
1497659,231668,Murray's Bagels,Deli,18.62,Weekend,4,30,21
1480891,112974,Crown Shy,New American,7.73,Weekend,Not given,20,15
1495576,451270,Maya,Mexican,19.95,Weekday,4,23,18
1481466,382477,Russ & Daughters,Deli,15.11,Weekday,3,24,33
1487053,492113,The Campbell,USA,6.49,Weekend,3,27,20
1491739,87529,Pelicana Chicken,Korean,6.52,Weekday,Not given,22,30
1480295,320298,Minca,Japanese,32.46,Weekday,5,35,23
1480026,258975,Michael Jordan's,Steakhouse,15.63,Weekend,Not given,35,21
1483107,238392,OddFellows,Ice Cream,17.62,Weekend,5,26,19
1486408,130563,Ramen Lab,Japanese,13.5,Weekend,Not given,26,19
1493721,50262,La Mercerie,French,23.47,Weekend,Not given,24,20
1486438,353362,Pig Beach,BBQ,19.78,Weekday,Not given,24,17
1485413,31276,McSorley's Old Ale House,American,8.33,Weekday,5,26,22
1489886,343051,"I Sodi,",Italian,16.27,Weekend,4,24,25
1488821,115213,Katana Kitten,Japanese,17.6,Weekday,5,28,19
1492365,226741,Homecoming,Coffee,24.78,Weekend,4,32,21
1479397,74936,Turntable Chicken Jazz,Korean,18.79,Weekday,Not given,26,26
1483939,200411,Peacefood Cafe,Vegetarian,16.42,Weekday,Not given,28,16
1494622,87754,Gazala's,Middle Eastern,17.67,Weekday,Not given,30,24
1490481,78924,The Butcher's Daughter,American,18.97,Weekend,5,26,30
1486365,227788,Toloache,Mexican,20.4,Weekday,4,29,18
1494351,368456,Mimi's Hummus,Middle Eastern,4.56,Weekday,5,25,24
1482273,24644,Atomix _¤¾Ñ¼,Korean,8.76,Weekday,4,31,24
1479962,156477,The Pool,American,23.35,Weekend,3,23,17
1477911,65306,Sushi of Gari Tribeca,Japanese,12.18,Weekend,5,35,19
1496498,197786,Kaffe 1668,Coffee,19.76,Weekday,5,22,15
1488461,170976,Serendipity 3,Ice Cream,17.57,Weekday,5,30,30
1488018,338628,[Gran Electrica],Mexican,7.75,Weekday,5,25,33
1487567,382393,Gotham Bar and Grill - CLOSED,American,8.17,Weekend,5,31,19
1496881,476132,Venchi,Ice Cream,20.27,Weekday,4,23,29
1484435,201111,Golden Unicorn,Chinese,12.15,Weekday,5,29,25
1485741,17321,Ruby's,Australian,4.54,Weekday,3,26,33
1487700,64549,Wild Ginger,Vegetarian,12.05,Weekend,4,30,25
1486698,5773,Grom,Ice Cream,19.57,Weekend,4,28,18
1481806,192262,Everyman Espresso,Coffee,26.77,Weekday,4,29,31
1484401,457190,ABC Kitchen,Vegetarian,9.39,Weekday,5,20,21
1481598,318700,Birds of a Feather,Chinese,11.29,Weekend,5,25,22
1489861,389686,Gorilla Coffee,Coffee,19.85,Weekend,4,22,22
1477832,100778,Spice Thai,Thai,15.86,Weekend,Not given,34,25
1490688,294674,Frankies 457 Spuntino,Italian,18.43,Weekday,3,28,33
1494132,360140,Two Hands,Coffee,24.76,Weekend,3,29,22
1491831,58175,DEVOCIÓN,Coffee,18.81,Weekday,4,33,27
1493871,375420,L'Arte del Gelato,Ice Cream,16.08,Weekend,Not given,21,19
1492999,181254,Asiate,American,24.56,Weekday,3,20,20
1496233,335687,Del Frisco's,Steakhouse,12.55,Weekday,5,25,24
1491696,98179,Arrogant Swine,BBQ,11.99,Weekday,Not given,25,24
1494744,457779,L'Arte del Gelato,Ice Cream,10.34,Weekday,4,34,33
1490699,113109,Ruth's Chris,Steakhouse,16.1,Weekday,5,33,25
1480863,480656,Barrio Chino,Mexican,10.46,Weekday,5,35,21
1486947,363209,PDT (Please Don't Tell),American,6.03,Weekend,5,21,21
1490797,331578,Burke & Wills,Australian,18.82,Weekend,5,24,20
1492844,76105,Nix,Vegetarian,11.36,Weekday,Not given,25,19
1484683,340268,Sugar Factory,American,23.71,Weekend,3,30,28
1490333,175409,Kajitsu,Vegetarian,9.68,Weekend,5,27,18
1493292,152113,Bryant Park Griill,American,4.5,Weekday,Not given,23,24
1490832,229595,Bar Pitti,Italian,5.43,Weekend,3,22,26
1493535,51150,Amy's Bread [LIMITED TIME],Bakery,17.51,Weekend,4,27,24
1482937,490619,Cote,Korean,21.7,Weekday,Not given,29,24
1487168,392859,Kaffe 1668,Coffee,25.58,Weekend,Not given,27,22
1488196,89190,Cosme - Financial District,Mexican,22.18,Weekday,Not given,31,25
1476574,376993,Emporio,Italian,31.43,Weekend,Not given,25,29
1488387,208873,H&H Bagels,Deli,34.22,Weekday,4,25,27
1476597,373059,Shake Shack,American Cuisine,14.07,Weekend,Not given,31,25
1496125,161780,Porto Rico,Coffee,14.44,Weekday,3,25,25
1479009,245001,Peaches,Southern,24.81,Weekend,Not given,21,25
1480622,443215,Frankies 457 Spuntino,Italian,21.68,Weekday,Not given,25,25
1489796,90269,Saba,Middle Eastern,8.69,Weekday,5,25,23
1488389,487038,UNION SQUARE CAFE,American,12.05,Weekend,Not given,24,25
1495945,32292,Mercadito,Mexican,27.42,Weekend,4,22,32
1478371,258275,Cafe Habana,Mexican,25.17,Weekend,Not given,27,26
1480195,138151,Prince Tea House,Dessert,12.48,Weekday,Not given,20,26
1489476,199973,Supercrown,Coffee,8.95,Weekday,Not given,30,27
1477048,200074,Osteria Morini,Italian,9.07,Weekend,Not given,33,16
1484534,214435,Ralph's Coffee,Coffee,14.83,Weekday,5,33,26
1488752,170186,Oriental Garden,China,13.07,Weekday,3,26,27
1488498,100931,Charlie Bird,Italian,22.73,Weekend,Not given,33,16
1489163,374331,Hungry Ghost,Coffee,8.52,Weekend,4,35,23
1480611,390748,Gotham Bar and Grill - CLOSED,American,20.25,Weekday,5,30,22
1479612,219422,Financier Patisserie,Dessert,26.91,Weekday,4,31,33
1477442,184325,Asuka Sushi,Japanese,19.45,Weekend,5,23,23
1477095,196355,Shake Shack,American,13.1,Weekday,Not given,20,28
1480659,216436,Mamoun's,Middle Eastern,15.31,Weekend,4,30,21
1482207,83258,Piccolo Cafe,Coffee,4.5,Weekend,3,22,24
1491507,474903,Turntable Chicken Jazz,Korean,27.88,Weekend,5,31,33
1478900,271988,Jacob's Pickles,American,8.47,Weekday,Not given,27,21
1497018,140950,Epistrophy,Italian,9.15,Weekday,3,27,16
1492009,355097,Sant Ambroeus,Coffee,25.93,Weekday,5,23,20
1489583,325000,Three Seat Espresso,Coffee,7.42,Weekday,5,22,26
1492644,109011,Casa Enrique,Mexican,20.61,Weekday,Not given,25,30
1483709,300365,Sauce,Italian,6.53,Weekday,5,31,19
1494178,161739,Buddha Bodai,Vegetarian,18.04,Weekday,5,30,26
1489201,96363,Ping's Seafood,Chinese,26.84,Weekend,5,34,20
1490844,276374,Old Town Bar,American Cuisine,13.04,Weekday,Not given,35,21
1477995,140477,Momoya,Japanese,8.1,Weekend,Not given,32,27
1488499,81582,Brunswick,Coffee,20.46,Weekday,5,23,22
1493909,304429,Scarpetta,Italian,12.41,Weekend,4,35,32
1489339,399341,McSorley's Old Ale House,American,10.61,Weekend,Not given,23,31
1479445,188188,The Abraço,Coffee,12.39,Weekend,Not given,23,30
1494440,340497,Balthazar,French,20.01,Weekend,5,22,16
1482130,350894,Morton's,Steakhouse,12.08,Weekday,4,30,25
1486481,425858,Porto Rico (permanently closed),Coffee,16.38,Weekend,Not given,27,30
1485761,447443,The Spotted Pig _Àü£¾÷´,New American,26.5,Weekday,Not given,20,18
1488782,347984,Nish Nush,Middle Eastern,4.5,Weekend,3,25,24
1496989,297802,Oriental Garden,Chinese,26.17,Weekday,Not given,33,23
1478097,252342,Westville Hudson,American,12.18,Weekend,3,20,25
1478784,101556,Harry's,Steakhouse,19.41,Weekday,3,24,26
1483961,371297,Magnolia Bakery _¤¾Ñ¼,Bakery,6.33,Weekend,5,24,22
1498335,279244,Joe's Pizza,Italian,24.51,Weekend,5,29,33
1486596,34172,Double Zero,Vegetarian,16.95,Weekday,5,30,27
1496979,205868,B&H Dairy,Vegetarian,4.5,Weekend,5,26,21
1489502,484073,McNulty's,Coffee,25.15,Weekend,Not given,26,18
1477060,94152,Empanada Mama (closed),Mexican,14.21,Weekend,Not given,27,25
1487746,269159,Black Fox Coffee,Coffee,20.56,Weekday,Not given,29,15
1482740,179315,Hole in the Wall,Australian,20.6,Weekend,Not given,29,29
1488356,390478,Pastrami Queen,Deli,4.5,Weekend,5,33,19
1485599,1637,Amorino,Ice Cream,7.15,Weekend,3,20,22
1494669,30068,Attaboy,American,4.5,Weekend,Not given,28,27
1479372,470101,Piccola Cucina (closed),Italian,26.78,Weekend,Not given,34,27
1496161,336867,Empire Steak House,Steakhouse,23.0,Weekday,5,24,31
1480894,391474,Birch Coffee,Coffee,22.56,Weekday,5,30,26
1496871,37768,Serendipity 3,Ice Cream,11.84,Weekday,3,25,19
1494508,275352,El Vez,Mexican,22.32,Weekday,5,31,33
1479408,450146,STK,Steakhouse,16.91,Weekend,5,20,20
1490681,345835,Cosme,Mexican,18.27,Weekend,5,31,25
1491303,254261,MarkJoseph,???,13.94,Weekend,5,26,26
1487791,289322,Hill Country Barbecue Market Ã±,BBQ,16.04,Weekend,5,26,25
1489274,314943,Laser Wolf *NEW*,Middle Eastern,21.76,Weekend,4,23,22
1489821,406053,Angel's Share,Japanese,15.59,Weekday,5,21,21
1491588,168994,La Mercerie,French,15.7,Weekday,4,27,25
1493502,38170,Raoul's,French,31.91,Weekend,5,28,18
1476637,49695,Blue Ribbon Fried Chicken,American,18.24,Weekend,Not given,21,16
1482582,199452,[Gran Electrica],Mexican,4.5,Weekday,Not given,26,28
1476793,77339,Rubirosa,Italian,9.17,Weekend,4,27,25
1483236,88254,The Leopard at des Artistes,Italian,16.45,Weekday,Not given,26,27
1493713,282670,Scarpetta,Italian,18.35,Weekend,Not given,26,15
1482998,322877,Sparks Steak House (closed),Steakhouse,14.13,Weekend,4,32,19
1496601,214458,Dante *NEW*,Italian,9.0,Weekend,5,26,27
1493130,142862,Soogil,Korean,21.69,Weekend,Not given,21,19
1493193,47166,Au Za'atar,Middle Eastern,18.85,Weekday,5,28,25
1494144,127245,Porter House,Steakhouse,8.25,Weekend,3,31,30
1487160,495692,Zou Zou's,Middle Eastern,25.97,Weekday,Not given,20,23
1480697,390007,Oiji Mi,Korean,23.38,Weekday,3,35,21
1493057,216355,Da Silvano,Italian,12.67,Weekend,Not given,35,17
1494105,206281,Club A Steakhouse,Steakhouse,13.8,Weekend,4,28,28
1486020,138617,Bar Pitti,Italian,20.06,Weekday,3,23,24
1486299,349991,Peak,American,26.34,Weekend,Not given,29,21
1488822,476141,Grom,Ice Cream,11.94,Weekend,Not given,21,27
1488267,97774,Cecconi's,Italia,13.39,Weekday,5,34,22
1492361,95726,Ramen Lab,Japanese,5.78,Weekend,1,27,19
1490919,218823,Carnegie Deli (closed),Deli,23.49,Weekend,5,28,22
1483560,113019,El Atoradero,Mexican,23.55,Weekday,5,35,16
1493863,161846,il Buco,Italian,16.31,Weekend,5,23,19
1482167,119476,Arlington Club,Steakhouse,13.16,Weekday,5,20,28
1489319,347504,Champs Diner (permanently closed),Vegetarian,20.96,Weekend,4,24,15
1490318,480858,Jacob's Pickles,American,8.14,Weekend,5,22,20
1491670,239046,Le Rock,French,21.98,Weekday,Not given,32,27
1491087,276657,Take31,Korean,21.12,Weekday,4,26,21
1484789,413093,bobwhite counter,Southern,8.97,Weekday,3,25,19
1480085,294282,Carnegie Deli,Deli,19.78,Weekend,3,27,23
1480999,239780,Sonnyboy,Australian,4.5,Weekend,Not given,21,20
1493779,356602,Saga,American,9.26,Weekend,Not given,23,30
1495681,126137,Sacred Chow,Vegetarian,17.75,Weekday,Not given,31,24
1496446,418491,Mimi's Hummus,Middle Eastern,30.51,Weekend,4,26,22
1489413,14895,SEY Coffee,Coffee,17.04,Weekday,5,29,30
1486894,298407,Maison Kayser,Bakery,11.63,Weekday,3,24,23
1485345,475228,Arlo,American,19.11,Weekend,Not given,31,17
1496288,194361,Trinity Place,American,18.26,Weekday,5,31,15
1479570,391118,Lamalo,Middle Eastern,12.95,Weekend,Not given,31,30
1487405,418797,Di Fara Pizza,Italian,12.17,Weekday,Not given,25,33
1490146,241300,Variety Coffee Roasters,Coffee,18.98,Weekend,5,27,21
1491387,114711,Nom Wah Tea Parlor,Chinese,18.64,Weekday,5,25,28
1490813,337551,Mile End Deli,Deli,4.5,Weekday,Not given,30,20
1483512,255554,Big Gay Ice Cream,Ice Cream,23.67,Weekend,5,26,24
1494408,410151,White Horse Tavern (UES),American,14.97,Weekday,Not given,30,23
1486545,451654,Avant Garden,Vegetarian,20.35,Weekend,Not given,20,28
1493120,363629,Rao's,Italian,26.91,Weekday,Not given,22,25
1492851,67635,Christos Steak House,Steakhouse,4.5,Weekday,4,25,28
1495376,32103,Modern Love Brooklyn (archived),Vegetarian,21.93,Weekend,5,21,26
1487149,482288,Clinton St. Baking Company,American,10.48,Weekend,3,21,23
1487855,429382,Yoon Haeundae Galbi,Korean,8.87,Weekday,5,23,26
1480266,162265,H&H Bagels,Deli,9.47,Weekday,4,22,30
1482716,196393,Club A Steakhouse,Steakhouse,7.42,Weekday,3,26,20
1490577,120991,PDT (Please Don't Tell) (permanently closed),American,16.22,Weekend,5,27,20
1487252,398324,Le Pavillon,French,21.43,Weekend,Not given,21,16
1495009,64304,Pies 'n' Thighs,Southern,18.43,Weekend,5,20,24
1488303,462772,Franchia,Vegetarian,17.97,Weekend,Not given,31,21
1496672,260925,Peaches,Southern,24.15,Weekday,5,28,23
1496769,24332,Empire Steak House,Steakhouse,23.59,Weekday,5,33,23
1485909,277618,Nowon,Korean,7.69,Weekday,3,27,26
1495256,287070,Tacombi,Mexican,6.96,Weekday,5,20,21
1478115,93308,Shake Shack,American,5.77,Weekend,4,28,18
1487755,488761,Gregory's Coffee,Coffee,21.82,Weekend,Not given,32,20
1486136,388468,BCD Tofu House,Korean,12.82,Weekday,5,25,28
1487143,300126,Chez Josephine,French,16.1,Weekday,5,26,30
1479637,165639,Atoboy (Original Location),Korean,23.39,Weekday,5,21,15
1483922,185252,Raoul's,French,14.46,Weekday,Not given,25,19
1490281,325180,Black Fox Coffee,Coffee,8.58,Weekend,Not given,29,22
1495243,308602,B&HH Dairy,Vegetarian,15.33,Weekend,3,35,23
1485249,359655,Blackbarn,American,18.1,Weekend,5,32,24
1497170,112687,Piccola Cucina (closed),Italian,20.11,Weekday,Not given,34,27
1487731,227136,Piccola Cucina (closed),Italian,15.2,Weekend,Not given,20,25
1496605,158297,Casa Enrique,Mexican,18.63,Weekday,Not given,24,27
1491991,295820,Taim,Middle Eastern,24.45,Weekend,4,24,27
1489219,461132,Frankies 457 Spuntino,Italian,10.8,Weekend,5,24,22
1484163,206676,Carbone,Italian,13.25,Weekend,Not given,27,18
1495631,77745,ChikaLicious,Dessert,20.72,Weekday,Not given,24,31
1477827,65009,Blue Ribbon Sushi Izakaya,Japanese,8.83,Weekday,5,34,27
1478517,51851,Oren's Daily Roast,Coffee,30.27,Weekend,Not given,20,22
1491753,200171,Mudspot,Coffee,25.58,Weekend,4,29,33
1496259,136497,Water's Edge,American ,7.84,Weekend,5,20,20
1481412,141272,Jeju Noodle Bar,Korean,11.33,Weekend,5,26,19
1486836,114470,Everyman Espresso,Coffee,19.54,Weekend,5,29,21
1494306,252936,Three Seat Espresso,Coffee,16.78,Weekday,5,24,28
1480194,186003,Amorino,Ice Cream,19.84,Weekday,5,24,27
1487102,271180,Blue Note,American,12.42,Weekday,5,20,16
1485895,287500,Nom Wah Tea Parlor,Chinese,22.39,Weekday,4,22,22
1477614,255697,Sushi Samba (archived),Japanese,14.02,Weekend,Not given,30,29
1495527,416309,Scarpetta,Italian,13.62,Weekday,4,23,20
1496369,377324,Cecconi's,Italia,14.84,Weekday,4,27,21
1486267,143424,Gallaghers,Steakhouse,7.01,Weekday,5,35,20
1487495,433854,Konditori,Coffee,4.5,Weekend,5,35,18
1491408,116748,Dainel,French,11.77,Weekend,4,25,26
1484881,256524,Shun Lee Palace $0 Delivery Fee,Chinese,15.79,Weekend,Not given,32,22
1491618,292941,China Blue,Chinese,22.18,Weekend,4,26,21
1491521,370729,La Colombe,Coffee,25.42,Weekday,4,22,28
1476606,350085,The Meatball Shop,Italian,17.03,Weekday,Not given,22,29
1487387,277280,Bibble & Sip,Bakery,29.13,Weekend,4,34,28
1489261,307824,Butler,Coffee,5.94,Weekday,5,28,15
1484962,152969,Zou Zou's,Middle Eastern,12.68,Weekday,Not given,25,21
1481638,222368,Au Za'atar,Middle Eastern,20.75,Weekend,Not given,26,27
1492666,108256,Ninth Street Espresso,Coffee,10.99,Weekday,3,29,22
1478990,212598,Max Brenner (UES),Dessert,6.37,Weekend,Not given,22,19
1489006,354818,destefano's,Steakhouse,20.78,Weekday,5,25,23
1486563,273213,Box Kite Coffee,Coffee,9.08,Weekday,3,26,29
1488395,331594,Russ & Daughters,Deli,10.45,Weekend,Not given,35,25
